俄语业务，俄语翻译	翻译,俄语,车间,管理,项目管理,领导,员工,俄罗斯
模特部总监	RMB12000,工作,薪水,职业,职位,高级,月薪,模特,负责,全职
质量经理/铸造企业经理	管理,质量,负责,控制,供应商,督导,审核,FM,铁管,供方
学科老师	善于,沟通,适合,激发,类别,教学,级别,职位,学生,月薪
有色金属业务	br,开拓,业务,出差,根据,管理,渠道,体系,业务部门,沟通
市场/品牌专员	相关,进行,负责,br,分析,150,推广,内测,组织,决策
四川精锐机电有限公司	工作,税务,薪水,职位,月薪,职责,级别,财务,全职,类别
信贷文员	放款,签订合同,RMB4000,以信,外联,合同,审核,情况,经验,每月
技术服务员	沟通,故障,类别,两年,级别,性质,经验,机修工,RMB1800,及时
BI工程师、数据统计、数据挖掘、软件开发	BI,Java,职责,br,IBM3850,needs,项目经理,Linux,沟通,开发人员
进口单证员/出口单证员 	负责,核对,br,报关,作好,箱单,信息,航班,归档,单证员
经理助理兼人事专员	办公室,499,保密工作,管理,职位,工作,负责,公司,批章,br
LED电子工程师	完成,独立,项目,从事,LED,2003,主要,保质保量,研制,作业
PCB Layout Engineer	BOM,PCB,ERP,CAD,Designer,SCH,Altium,电路,br,Allegro
售前(后)技术支持	工作,薪水,全职,技术人员,职位,月薪,设备,售后,现场,KLIPPEL
ERP服务支持/实施咨询/软件测试	培训,协助,代理商,验收,期刊,应用,售后,现场,能力,渠道
医药 项目 信息	项目,信息,中科院,职责,职务,同学,同行业,协助,体内,创业
财会、审计实习生	br,青年,引导,南京,培训,沟通,协助,买单,服务员,微薄
保健食品研发专员	工作,br,资料,配方,生产,职责,交接,报批,保健食品,数个
国内营销助理会计	处理,助理,职位,协助,工作,职责,负责,分公司,税务,返利
人事主管，人力资源主管，薪酬专员，绩效专员	工作,br,薪水,招聘,数据分析,完善,档案,职位,月薪,全职
项目负责人或核心工程师	轨迹,控制系统,机中,实时处理,打标机,IO,打标,意图,手持,dsp
销售团团长	业务量,代表,RMB1300,客户经理,完成,薪水,宣传,销售,带领,业务
首席架构师	架构设计,重大,产品设计,技术难题,网站,加入,创业,HP,IIS7,非常
热处理车间技术员	轴承,职位,工作,渗碳,热处理,br,分析,正火,锻件,齿轮箱
高级审计员	审计,br,工作,职责,职位,全职,项目,参与,负责,审计报告
驻场深化设计组长	深化,驻场,施工,设计,造价,审核,预算,过程,施工进度,现场
CNC编程或工艺	类别,职位,月薪,工作,薪水,中级,全职,职责,工程师,生产
投资或研究	br,指数,研究,全球,期货,开发,基本面,分析,交易所,中证
与电气、自动化、计算机相关	信息,产品,熟知,多种,要求,反映,协助,提出,销售,录入
product engineer 	process,Responsibilities,br,Engineer,rightly,secure,Citroen,some,related,robot
产品电子工程师	审计,认可,产品设计,产线,管理体系,固件,备件,达成,协调,客诉
客户经理/主管	工作,销售,客户,职责,br,客情,负责,下属,薪水,全职
财富顾问	客户,职责,br,工作,维护,万元,级别,经验,服务,薪水
测试技术员（储备干部）	物料,完成,每天,处理,保质保量,到线,状况,交付,情况
结构设计主管	职位,结构设计,br,工作,薪水,全职,月薪,产品,类别,设计
商务经理、合同经理、项目管理	项目管理,施工,管理,负责,招标,商务,控制,详见,简历,监控
中国区高级员工沟通专员	职位,工作,月薪,br,薪水,全职,类别,RMB4500,负责,级别
软件开发经理	br,职责,环境,项目,工作,开发,系统,软件,团队,全职
助理，文员	管理,通知,人员,培训,招聘,办公用品,员工,登记,推广,每天
院校经理、渠道主管	院校,工作,项目,支持,开展,ERP,协助,咨询,代理,考试
土木工程师/工程经理/项目经理	计划,br,负责,土建,控制,施工,现场,协调,安全,质量
物业工程经理	维修,工作,类别,性质,级别,职位,负责,职责,中级,以上
English Assistant	工作,翻译,职位,一丝不苟,月薪,传译,薪水,校对,杂交,素养
recruiting assistant	进行,工作,公司,br,培训,入职,职位,员工,全职,分析
弱电系统集成	沟通,系统,其间,类别,设计,级别,月薪,技术支持,工程师,现场
法语兼职笔译	出国,准备,培训,协助,宣传,课件,策划,设计,ppt,外教
材料及热处理工程师	br,工艺,淬火,热处理,高频,编制,调质,制造,T10,ISO9000
教育培训-文案翻译-行政后勤	负责,优秀,教师,日常事务,br,获得,分公司,辅导员,办公室,校级
前厅部领班 大副	类别,职位,月薪,工作,职责,薪水,全职,级别,酒店,对客
设计	工作,设计,职位,全职,类别,职责,级别,职业,月薪,br
品质文员	报表,br,工作,整理,发放,检验,登记,治具,处理,客诉
绩效管理	绩效考核,br,培训,工作,绩效,KPI,员工,考核,用人,处理
文化产业部消费服务管理/摄影摄像	职位,全职,月薪,工作,薪水,餐饮,管理,RMB5000,RMB4000,职责
财务会计助理	负责,财务,工作,汇总,一般,月末,日常,发票,对账,公司
法务与风险管理部经理	控制,中及,归档,类别,法务,年检,档案,管理,职位,月薪
检测开拓服务代表	策划,销售,培训,推广,RMB4000,检测,促销,499,现有,CRM
设备维护技术员	设备,维修,br,保养,调试,负责,现场,生产,TPM,以及
OD	招聘,模型,职位,工作,竞聘,br,建设,分析,体系,培训
客户协调	负责,客户,br,担任,金融机构,难点,沟通,管理工作,招聘,课件
研发测试岗	BCM,类别,车身,级别,调试,经验,测试,职位,通信,月薪
OP	类别,级别,性质,职位,月薪,工作,职责,薪水,全职,职业
总工、项目经理	职责,工作,全职,性质,工程,施工,建设,审核,管理,技术
卓越运营经理	项目,职责,薪水,全职,职位,月薪,br,工作,RMB1,管理
水暖技术负责人	职位,工作,br,验收,分包,过程,时所,管理,协调,技术
软件界面设计师	br,设计,职位,月薪,工作,网页,薪水,制作,UI,类别
中学一级	担任,职业,均分,类别,级别,九年,职位,月薪,工作,全市
试飞技术员	职责,RMB4000,工艺,作业,操纵,故障,任务,说明书,技术员,使用
广东省区经理	工作,负责,产品,代理商,队伍,售后,流程,招商,代理,售中
综合助理	跟进,进度,协助,订单,销售,生产厂家,路虎,车辆,提交,资源管理
总经理助理兼人事主管	工作,br,负责,职位,公司,全职,管理,员工,招聘,培训
行政综合管理	管理,工作,公司,职位,培训,办公室,管理工作,大地,方面,小组
FP&A	分析,职责,类别,职位,工作,项目,全职,预算,级别,编制
编辑、文字	服务,指标,有限公司,washing,标准,检测,SGS,通标,water,drycleaning
编辑、记者、行政	青年,文字,青少年,就业,文件,创业,撰写,合法权益,信息,单位
数据部主管	br,全职,数据库,oracle,工作,调优,数据库管理员,职位,websphere,参与
结构设计工程师/电气工程师	职位,学生,工作,全职,级别,性质,职责,售后,接待工作,优秀
生产工艺	职位,工作,br,工艺,类别,月薪,技术培训,生产,薪水,负责
单片机软硬件工程师	工作,br,全职,职责,单片机,主要,KEIL,显示,定量,漳州
项目2组组长	br,销售,负责,客户,10,开发新,积极性,商务代表,代表,编译
北京红河谷信息技术有限公司	工作,职责,性质,全职,软件,职位,负责,部门,平台,br
学生管理	RMB3500,类别,两年,学生,级别,性质,经验,管理,职位,留学
服装理单	br,各种,生产,产品,羽绒服,梭织,United,跟进,运动服,北美
人事主管/工会干事	跟进,人力资源,全面,文体活动,职位,年度预算,月薪,工作,绩效考核,规章制度
嵌入式软件工程师或嵌入式硬件工程师	工程师,主要,开发,文档,编写,驱动,软件,负责,微控制器
副总经理/分公司总经理	管理,职位,工作,物流,br,月薪,薪水,建设,日常,开发
售前技术工程师	进行,环境,分析,样品,采集,实验,现场,三峡水库,监测,仪器
广州分公司营业所长	分析,经销商,销售,经营,RMB9500,货率,管理,职位,协调,市场推广
商业地产事业部	职位,工作,负责,br,级别,职责,学生,性质,合同,法律事务
媒介经理/客户经理	职位,工作,br,全职,公关,日常,公司,媒介,编辑,网络
实验员助理	工作,br,需要,传真机,细菌,预算内,基因,技术,固定资产,确保
工程師	测试,流程,br,图出,产线,打样,电子,公版,BOM,熟悉
招商总监、扶商总监、讲师	br,工作,职位,负责,全职,经销商,培训,级别,薪水,描述
法语翻译、法语外贸员、法语助理	主要,担任,协助,准备,课件,资格证书,营业,口译,金融,搜集整理
机械技术员及生产运行组织调度	Maintenance,数控车床,组织,Support,故障,manager,CareerLevel,技术员,机械,机械设计
文案编辑，文案策划，编辑等	很强,具备,原创,文体,以及,软文,文章,可以,人物传记,能力
inspector	职位,月薪,工作,薪水,全职,类别,职责,级别,性质,产品
英语类客服	处理,负责,以及,电话,接听,疑难问题,查询,快递,英文,二线
TD网络优化工程师	优化,KPI,负责,指标,br,荔湾,线路,密集,验收,试验
PCBLAYOUT工程师	工程师,职位,类别,级别,工作,br,全职,性质,职责,职业
网页制作师	特效,企业,http,84874285,切图,布局,JQ,兼容,网站,tfr532058
设计单位	完善,工程,现场,监理,协调,工程项目,资料,相关
SMT生产管理	职位,设备,br,制订,制程,车间主任,YAMAHA,不良,SMT,验收
人力资源，行政助理，会展公关，婚庆策划	突发事件,坦然,优秀,经常,楼面,干练,校方,鲍鱼,考虑,共同
总经理助理（销售方向）	培训,招聘,类别,职位,月薪,工作,负责,薪水,全职,业务员
客服工程师(CS)	打样,样品,订单,职位,工作,交货,客户,br,全职,沟通
施工员、资料员	职位,施工,薪水,月薪,工作,级别,全职,职责,施工员,资料
副总裁和总经理、副总经理	设计,br,管理,建筑面积,施工,装饰,技术,职责,项目,天津
人力资源/人事	类别,职位,月薪,工作,初级,薪水,br,全职,行政事务,沟通
资讯	电脑,网络,br,主要,负责,办公设备,以及,测试,Solar,太阳电池
记者\编辑	类别,级别,职位,月薪,工作,初级,职责,薪水,全职,职业
出纳 会计助理	br,接听,登记,收银,应收,流程,招聘,归类,复印,审核
前台 接待	类别,两年,级别,职位,月薪,工作,初级,薪水,职责,平面设计
实习计划员	跟进,协助,项目管理,外发,类别,级别,顺利进行,计辅,技术部,职位
工程预算和招投标及行政管理	项目管理,我读,大方,肯吃苦,资格证,开朗,兢兢业业,考取,土木工程,工作
销售为主	一直,服务,发货,代理商,期间,技术,工作,主要,市场,在职
对公柜员	业务,职位,工作,职责,客户,职业,处理,周到,做到,遵守
客户服主管	处理,投诉,负责,客户,解决,客人,接待,发现,档案管理,提交
仪表工	薪水,仪表,全职,职位,月薪,工作,仪器仪表,维护,类别,负责
房地产策划员	处理,出现,问题,故障,生产,过程,设备
喷漆技师	工作,喷漆,全职,职位,月薪,薪水,性质,油漆,类别,负责
汽车方面的业务	日本,工作,达到,通过,改善,技术,水平,标准,生产线,工司
室内设计总监	设计,br,管理,室内设计,酒店,流程,类别,工作,建筑,物业管理
绿化施工员实习	外面,社会,庭院,看看,地方,找个,效果图,园林,寒假,所以
暖通	强电,职位,工作,暖通,弱电,全职,给排水,制冷,职业,类别
外观设计	产品设计,类别,两年,经验,级别,职位,月薪,工作,职责,项目
产品专家	认可,沟通,担任,周末,咨询,两年,级别,达成,职位,面谈
高级Java工程师	项目,br,页面,省局,推广,flash,试点,创世,内测,展示
门诊护士	出院,入院,严格执行,新收,做好,工作,病房,打针,导尿,输血
Senior Merchandiser	展会,br,客人,国内外,供应商,投诉,跟单,开发,客户,开发新
广告部总监	全职,性质,工作,职位,职责,br,公司,所在,薪水,月薪
销售主管，人事助理	职位,月薪,工作,薪水,全职,加工,铝合金,数控机床,类别,两年
笔记本事务主管/大客户主管	类别,级别,职位,工作,职责,全职,职业,突发事件,售后,笔记本
公司业务柜员	类别,级别,职责,职位,月薪,工作,薪水,开销,协助,RMB4000
物流打单员	仓库,负责,br,盘点,核对,日常,推广,地向,TL9000,协助
变电站运行	工作,备品备件,职位,内主变,110KV,整套,220KV,贡献,RMB2000,技术员
客户理财经理	职责,br,培训,类别,工作,兑现,经销商,目前为止,海润,销售
机修工，钳工	维修,从事,机械,保养
会计、税务、审计	登记,认知,即将,工作岗位,以及,做账,实践,能力,张姐,迈入
总经理助理、产品经理	br,工作,负责,客户,公司,资料,跟进,级别,完善,投标
广西区销售经理	销售,工作,公关,职责,项目,br,负责,广西,客户,南宁
开发人员	职责,软件,项目,职务,负责,工作,开发工具,开发,类别,设计
大客户经理、拓展经理	销售,工作,职责,类别,级别,RMB6000,管理,职位,高级,月薪
施工员、技术员	施工,工作,职位,薪水,月薪,职责,施工员,级别,放线,类别
机电工程师（暖通/机电）	br,施工,安装,技术,设备,项目,系统,负责,PAU,鄞州
财务总监 财务经理 税务总监  	电话,培训,收集,最新,一对一,提供,财税,咨询服务,即时,意见
Aatist	工作,职位,月薪,薪水,全职,设计,游戏,建模,美术,RMB4000
行政及人事文员	办公室,河金,文员,复印,归档,入职,手袋,职位,考勤,月薪
秘书 助理 会计 人事	签批,劳保,收集整理,发放,归类,文印,人事档案,考勤,工作,印章
Java软件开发师	初级,软件开发
品质工城市	br,测试,产品,控制,外观,产品设计,治具,量产,线体,对索
方案设计	职位,工作,br,月薪,销售,薪水,全职,廊坊,公司,09
手机PCB板分析及维修	分析,RMB3500,不良,通信,高通,类别,手机,级别,进行,维修
安装专业总工程师	施工图,设计,工作,工程进度,验收,审核,成本,施工单位,检查,协调
零售部经理助理	销售,汇总,工作,整理,维护,以及,区域,连续性,跟进,组团社
门店店长	类别,级别,性质,月薪,经理,职位,工作,职责,薪水,职业
核岛管道工艺监理工程师	工艺,安装,核岛,系统,符合,冲洗,竣工,施工,移交,审核
技工。	技术员,管理
利缘广告	类别,职位,月薪,工作,职责,薪水,职业,全职,级别,性质
绘图员，施工员，监理	房地产,新能源,有限公司,04,05,4000,科技,绘图员,绘制,建筑
外贸单证/船务	出口,核销,报关,装箱单,职位,核销单,工作,订仓,报关单,br
紫砂区主管助理	职位,月薪,工作,薪水,br,全职,培训,RMB4000,撰写,类别
资产管理、证券、投资	浙江,加盟,中信证券,顾问,方正,湖南,家庭,高级,总部,宁波
高校辅导员	负责,学习,课程,输出,期间,多名,辅导,开授,宣传,校区内
国际贸易；助理；行政；编辑；旅游	工作,要求,跟进,联系,外汇,量产,当地,国家,相关,两年
机械结构工程师	工作,职位,br,设计,负责,工程师,薪水,全职,月薪,职责
广告投放；运营	br,JobCategory,Type,Employment,CareerLevel,广告,less,years,Level,JobSalary
电源工程师/研发课长	类别,级别,职位,月薪,工作,职责,薪水,全职,中级,职业
金融相关类	职位,工作,类别,月薪,初级,RMB2500,薪水,客户,全职,重报
售后技术经理	工作,职位,维护,薪水,月薪,br,类别,负责,全职,售后
导购店员	类别,两年,级别,性质,经验,职位,工作,初级,职业,月薪
经理或助理或主管	分析,房地产,项目,参与,手续,br,办理,集团公司,协调,投融资
編劇	职位,月薪,薪水,类别,级别,工作,职责,职业,性质,编导
部门主管&项目技术总监	输出,职责,培训,监控,售后,城域网,功能模块,数据通信,保证,分包
工程现场管理	材料,计划,计算,生产,签证,负责,资料,工程量,进度,控制
珠宝导购销售	销售,导购,GUESS,六福,手表,珠宝
汽车销售顾问或助理，业务	负责,开发新,沟通,每天,处理,组织,当地,合作伙伴,任务,一些
技术/开发管理	管理,工装,职位,月薪,工作,负责,薪水,br,全职,模具
机械工程师（汽车焊接夹具）	工艺设备,制造,RMB4000,样件,生产线,M6,工艺,清单,设计,HA
总经理秘书、银保人管岗、个险企划岗	工作,职责,职位,级别,市场,实习,负责,br,活动,学生
管理运营	工作,级别,性质,职位,职责,br,修理工,培训,管理工作,薪水
Plant Manager	沟通,流程,基建,产品质量,建立,仓库,及时,计划,生产,采购
会展支持	类别,两年,级别,性质,专员,职位,月薪,工作,初级,职责
英语类，助理类等	沟通,处理,信息,回复,相关,档案,建立,工作,发布,网上
施工员	工作,施工,职位,施工员,职责,类别,负责,现场,月薪,薪水
董事长助理兼人事助理	类别,级别,工作,职位,月薪,职责,薪水,中级,全职,日程安排
渠道推广经理	600,渠道,职位,工作,负责,汇报工作,br,全职,搜狗,跟进
售前/售后调试	具体情况,沟通,流程,后画,预算,详细信息,初步设计,方案,回款,可行性
主管财务副总	br,分析,税务,预算,事项,有关,公司,财务,申报,控制
市场总监	br,工作,职位,负责,全职,公司,职责,推广,策划,品牌
律师 专利代理人	工作,br,全职,培训,协助,类别,性质,诉讼,职位,法律
化学分析员	检测,years,全职,相色谱,职位,br,色谱,工作,than,time
星际杭州网络技术有限公司	类别,级别,性质,职位,学生,月薪,工作,实习,职责,薪水
合同审核	合同,管理,职位,工作,培训,人力资源,人事工作,税务,招聘,薪酬
技术员/生产计划员	制造,特殊钢,硬密封,退火炉,闸板,网带,设计,设计师,非标,系列
律师助理 法务	沟通,档案,案件,能力,工作,负责,br,整理,法律文书,帮助
Java高级软件工程师-项目主管-苏金胜	职责,br,软件,流程,相关,实习,开发,Oracle,模块,芜湖
C#程序员	工作,br,jquery,主要,插件,工程师,薪水,模块,使用,性质
人事 主管 专员 助理 	月薪,工作,薪水,全职,函电,招聘,文案,职位,负责,邮件
行政核算文员	类别,级别,职位,工作,职责,职业,报表,汇总,初级,助理
hadoop工程师	管理,职位,br,模块,工作,工程师,薪水,平台,全职,spring
焊接责任师	管理工作,压力容器,焊接,取证,热处理,责任,焊工,控制,常用,档案管理
财会类实习生	职位,学生,工作,实习,级别,性质
操作客服	薪水,职位,月薪,工作,级别,全职,职责,类别,JobCategory,JobSalary
教育幼师	合格率,成品,负责,检验
小老板	职位,销售,月薪,工作,全职,薪水,br,职责,顺利完成,类别
商标代理	类别,两年,级别,经验,职位,月薪,工作,初级,职责,薪水
总监 副总	br,组织,集团,薪水,规划,管理,职位,月薪,全职,项目
Foreign Merchandiser	工作,br,客人,全职,职位,跟进,沟通,性质,交期,FOB
生产部副经理、设备工程师、机修车间主任	工作,br,EVP,GM,全职,职位,月薪,CEO,500,设备
销售助理 客服 审核 BTC运营 订单管理	RMB3500,提交,团购,标准,保证,类别,审核,文件,上线,工作
总裁助理及市场经理	br,team,职位,工作,薪水,全职,月薪,职责,分析,within
生产经理、生产总监、生产副总、副总经理、质量经理、质量总监、品质经理、品保经理、运营总监、制造总监、制造经理	制造,制订,无锡,SMT,电子,工作站,客户服务,管理,经理,2007.6
General Manager / Founder	br,amp,time,Taiwan,台湾,China,大陆,合作,唱片,品牌
卖场课长	储课,住房补贴,汾湖店,吉田店,2800,带班,970,09,异动,组长
二维动画设计	类别,创意,职位,月薪,工作,美术,多媒体,职责,薪水,全职
司机,电工	维修,安装,设备,办公自动化,开车,售后,销售,安防,施工现场,家电产品
销售部	工作,职位,销售,薪水,月薪,br,类别,全职,职责,级别
消防主管	消防,工作,薪水,职位,月薪,全职,类别,级别,消防设备,进行
conference assistant	工作,金融机构,并购,宏观政策,协助,激励机制,预决算,信息,咨询,策划
商品经理/商品副总	br,工作,货品,终端,制定,货源,商品,职位,计划,订货
系统工程师，高级软件测试工程师	br,系统,项目,负责,职责,软件,测试,gt,web,软件测试
公关协调员	photoshop,点灯,薪水,使用,出色完成,专员,职位,面谈,月薪,工作
行政主管 秘书	职位,工作,文件,有条理,处理,Excel,文员,中国区,Word,性质
软件测试工程师/软件开发工程师/产品需求分析师	Web,积分,炫版,利用,中国移动,测试工具,短期,商城,Wap,以及
工艺管道（配管）工程师	类产品,从事,配管,ISBL,PET,改善,出图,里面,设计,DOW
统计/保管	主管,职责,培训,推广,处理,商品,咨询,两年,级别,进行
家庭教师	工作,类别,薪水,月薪,职责,家教,实习,职业,沟通,公寓
3D 游戏场景美工	贴图,Photoshop,场景,游戏,Max,美工,建模,软件,运用,绘制
生鲜副总	类别,职位,月薪,工作,薪水,全职,级别,性质,管理,高级
电磁铁制造工程师	车间,培训,5S,管理,生产,安排,落实,员工,现场,产品
注塑主管	生产,注塑,注塑机,管理,车间,工作,负责,机台,全职,模具
餐饮部	级别,职位,学生,工作,实习生,类别,兼职,职业,性质
SEO工程师	推广,职责,职位,工作,在职,负责,网站,RMB4000,类别,两年
手机项目经理和项目总监	生产流程,跟进,项目管理,阶段,类别,手机,顺利完成,各个,统筹,职位
数据分析、经营分析	业务部门,撰写,解读,监控,营销,数据,公司,进度,统计分析,报表
安全管理(代理课长）	管理,公司,培训,消防,职位,工作,日常,br,消防设施,安保
水处理设计员	采样,热情,长远,AutoCAD,处理,行业,发展,三年,能力,处理工艺
厂长 生产总监 生产副总	管理,计划,部门,br,精益,控制,生产流程,ERP,制度,产值
福州恒通铁艺装饰有限公司	类别,两年,级别,性质,经验,工程师,主做,职位,月薪,工作
Technical Support/Maintenance Engineer	br,MS,management,deployment,server,Server,configuration,software,troubleshooting,工作
污水工程师、环保、污废水处理	职位,工作,负责,隔膜泵,阿雷斯提,RMB4000,排放,工艺,加药,标准
信息管理主管	项目,职责,br,工作,系统,进度,实施,培训,公司,职位
财务总监 财务顾问	审计,本厂,沟通,组织,财务计划,决策,财务管理,管理,搬迁,申请
总经理助理兼项目管理	工作,br,协助,性质,职位,负责,公司,总经理,项目,客户
售后技术支持	工作,职位,负责,br,职责,类别,级别,职业,全职,薪水
总店长	客户,销售,管理,汇报,工作,定期,店面,培训,运作,店员
研发体系中试试验员	分析,职位,RMB3500,确保,合同,相关,GSM,测试环境,工程师,加班加点
北京道有道有限公司	手机,br,HTTP,定义,通过,网络资源,坐标值,移动,下载,视屏
初中教师	语文,教研员,初中语文,初一,初三,灌云县,公开课,职位,成果,教学
技术质量部	施工,工程,建筑工程,项目,br,平米,负责,测量,担任,控制
客服主管、客服经理	岗后,上岗,配合,接线,监听,进行,回访,攻坚,提高,销售
中级话务员	类别,两年,级别,职位,月薪,工作,职责,薪水,全职,职业
会计、审计助理	br,负责,工作,发票,凭证,编制,盘点,银行存款,以及,出具
招生咨询客服	全职,工作,性质,职责,服务质量,业务,负责,培训,处理,服务
静物摄影师，美工，产品拍摄	好评,得到,公司,摄影,客户,拍摄,后期,领导,产品,摄影师
运维测试	信息系统,应用,类别,设计,级别,性质,运维,管理,职位,学生
前期策划主管	定位,房地产,经纪,深化,曲江,策划,设计,经验,海蓝城,以及
技术经理 总监 架构师	技术,br,ERP,应用,技术支持,运营部,软件应用,推广,运维,合同
库存分析专员	分析,偏差,类别,库存,工作,职位,预测,物流,中级,精准
实习景观设计师	根据,园林设计,施工监督,类别,设计,设计师,进行,方案设计,施工进度,职位
暧通工程师	工作,以下,经验,RMB2300,全职,项目,薪水,级别,能够,职位
妇科医师	10,千佛山,证书,执业,进修,学习,医院,临床,医师资格,br
程序员 软件工程师	开发,采用,br,三层,基于,技术,模式,客户,处理,架构
BI 工程师	项目,职责,开发,工作,BI,管理,职位,开发工具,数据,负责
法律事务、合同业务	合同,本人,处理,工作,公司,项目,法律顾问,负责,起草,担任
Marketing Specialist	br,time,years,touch,申请,program,them,stays,参与者,relavant
高级市场专员	br,years,2010,职位,Tsingtao,工作,NBA,than,quot,responsible
大卖场店长	全职,管理,职位,月薪,店铺,工作,生鲜,薪水,店长,类别
律师或企业事业法务	全职,工作,薪水,新市区,职位,月薪,...,GM,EVP,侵权
翻译，外贸，文员	图纸,以及,处理,事物,部门,日常,br
镀膜技术员	工艺,类别,级别,职位,改进,月薪,工作,初级,职责,薪水
物流（助理 主管 专员）	库存,管理,物流,出入库,控制,br,最优化,产品,在读,培训
产品市场相关职位	gt,培训,技术支持,工作,br,开发新,分析,经销商,推广,协调
通信算法工程师	仿真,芯片,性能,通信,算法,开发,物理层,手机,TD,负责
测量负责人	测量,流程,施工,改建,技术员,6.8,堆场,工作,负责,2010
财务部出纳员	级别,月薪,薪水,职位,职责,工作,类别,全职,中级,财务
销售	工作,职位,销售,br,全职,职责,类别,薪水,月薪,客户
会展策划/设计	数据分析,职位,工作,br,全职,跟进,软文,跟单,打样,5S
ERP工程师。系统管理员	监控,公司,设备,SERVER,SQL,维护,ERP,系统维护,安装,计算机硬件
法务助理/专员 行政专员	实习,协助,书写,法律文书,笔录,方面,工作,各种,专利,检索
人事 行政 总务 翻译	日语,口语,能力,br,先进,专业技能,十多名,环境中工作,流程,通过
工厂经理/厂长	技术,生产,负责,设计,有限公司,管理,公司,工艺,品质,产品开发
测试组组长	开关电源,职位,br,PCB,调试,工作,进行,电源,研发,全职
商务 	客户,商务,跟进,对接,销售,盘点,管理,客户资料,工作,分润
叉车队长	优秀员工,中级,经验,职责,以上,薪水,职业,优秀,职位,获得
QA经理	职位,全职,管理,工作,br,级别,职责,类别,薪水,性质
网吧领班	每个,类别,两年,级别,性质,经验,收银员,职位,销售,月薪
外贸单证和船务	ADVANCE,跟进,提交,收款,及时,有软,交单,DOCS,出货,AGAINST
嵌入式开发\客户技术支持	职务,开发,技术支持,项目,职责,功能,测试,软件开发,Firmware,量产
人力资源管理 企业策划 宣传 总经理助理 董事长助理 秘书 综合文秘 人事管理 行政管理 绩效考核管理 银行公司业务客户经理	公司,文字,处事,山东,赞誉,表达能力,说明书,一定,山东省,电力公司
培训领班	分析,培训,人力资源,现有,讲师,培训资料,入职,聘用,管理,职位
数学英语以及陪练琴家教	类别,级别,性质,职位,月薪,工作,其他,兼职,负责,职责
见习会计助理	工作,凭证,收付,br,保管,编制,协助,帐款,现金流量,类别
automaction test tools developer	职位,职责,工作,System,硬件,项目,开发工具,Support,职务,软件
技术总监 架构师 规划师 产品经理 云计算 PAAS SAAS CIO CTO	br,系统,开发,研发,平台,技术,产品,工作,业务,服务平台
光伏系统工程师	测试,电池,噪声,br,输出功率,低噪,培训,熟悉,54,防雷器
设备.质量.技术	RMB3500,供应商,技术员,类别,两年,级别,性质,经验,管理,职位
营销中心总监助理（副总监）	职位,工作,全职,类别,级别,月薪,薪水,职责,职业,客户经理
档案主管	工作,工程,资料,档案管理,br,负责,归档,文件,Full,收集
陪训经理	br,培训,职位,工作,全职,确保,座席,品质,呼叫,月薪
模具师傅	模具,工作,月薪,薪水,全职,职位,类别,级别,职责,公司
区域推广专员	类别,级别,职责,回访,职位,月薪,工作,初级,全职,薪水
临时促销员	工作,性质,月薪,兼职,职责,薪水,学到,销售,技术,客户
财务类相关工作	正确,担任,模块,工作,计算,成本计划,负责,核算,帐册,公司
Infrastructure team Lead	服务器,管理,工作,设计,包括,技术支持,服务,全职,性质,职责
冶金	能够,工作,简介,实习,br,描述,期间,了解,操作,生产流程
C#高级软件工程师|项目经理	项目,开发,br,习水县,制订,旬邑县,SQLServer,职责,测试,仓储
住院医生助理	协助,医生,病历,临床,类别,级别,性质,书写,职位,独自
实习生岗位	负责,br,自身,提高,能力,分析,跟进,沟通,十万,优秀
资金管理经理	管理,收支,资金,业务,直联,集团,工作,绩效考核,下属,公司
汽修、汽车零配件	............
玖琳网	职位,工作,测试,负责,软件测试,br,全职,精通,熟悉,类别
行政\人事\助理	行政,岗位,公司,人事工作,管理
技术员-试剂配制组组长	生物工程,人数,行业,制药,汇报,br,所属,下属,总监,实验室
研发结构设计工程师	零部件,职位,处理,量产,Mid,years,CareerLevel,零件,设计,Type
律师助理或法务助理	联系,协助,文员,类别,级别,性质,出版,职位,申请,学生
期货分析师	月薪,职位,工作,全职,薪水,分析,RMB4000,类别,级别,职责
技术经理、架构师、项目经理	开发,系统,br,架构,通信,实时,硬件,文档,2011,设备
投资研发部	黄金,实盘,分析,常用,撰写,信息,金融市场,外汇市场,基本面,指导
互联网产品助理、产品专员	工作,br,修改,制作,www,业务部门,cn,流程,drugnet,验收
生产主管（制造工程师）	产线,优秀,监控,相关,合理,品质,班别,改进,计划,生产
展厅经理	销售,演示,流程,信息,顾问,随时,晨会,登记表,反馈,签字
进口报关	单核,管控,处理,退单,归档,请款,进出口,配送,统筹,手册
有机合成/制药研究员	从事,生产,处理,技术,一职,铝合金,组长,主要,担任,表面
园林设计	文件,设计,方案,管理,项目,平面设计,客户,金沙湾,沟通,协助
营养师或营养师助理	任职期间,类别,审核,两年,级别,食品,文件,质量检验,职位,朝鲜族
建筑工程 房建施工员	类别,级别,性质,管理,现场,职位,高级,月薪,工作,职责
国际物流工程师	报关,报检,处理,相关,过程,工作,问题,海关,出现,商检局
研发及相关职位	送检,RMB4000,环保,合同,类别,两年,级别,性质,经验,化工
设备技术员	工作,全职,职位,设备,月薪,薪水,职责,性质,级别,类别
货运员	根据,搭配,负责,装车,验收,做好,主要,盘点,台账,货物
